
0,0,67.440002441406,8.4300003051758
0,100,1.0,0.125
0,200,1.0,0.125
0,300,1.0,0.125
0,400,1.0,0.125
0,500,1.0,0.125
0,600,1.0,0.125
0,700,1.0,0.125
0,800,1.0,0.125
0,900,1.0,0.125
0,1000,1.0,0.125
0,1100,1.0,0.125
0,1200,1.0,0.125
0,1300,1.0,0.125
0,1400,1.0,0.125
0,1500,1.0,0.125
0,1600,1.0,0.125
0,1700,1.0,0.125
0,1800,1.0,0.125
0,1900,1.0,0.125
0,2000,1.0,0.125
0,2100,1.0,0.125
0,2200,1.0,0.125
0,2300,1.0,0.125
0,2400,1.0,0.125
0,2500,1.0,0.125
0,2600,1.0,0.125
0,2700,1.0,0.125
0,2800,1.0,0.125
0,2900,1.0,0.125
0,3000,1.0,0.125
0,3100,1.0,0.125
0,3200,1.0,0.125
0,3300,1.0,0.125
0,3400,1.0,0.125
0,3500,1.0,0.125
0,3600,1.0,0.125
0,3700,1.0,0.125
0,3800,1.0,0.125
0,3900,1.0,0.125
0,4000,1.0,0.125
0,4100,1.0,0.125
0,4200,1.0,0.125
0,4300,1.0,0.125
0,4400,1.0,0.125
0,4500,1.0,0.125
0,4600,1.0,0.125
0,4700,1.0,0.125
0,4800,1.0,0.125
0,4900,1.0,0.125
0,5000,1.0,0.125
0,5100,1.0,0.125
0,5200,1.0,0.125
0,5300,1.0,0.125
0,5400,1.0,0.125
0,5500,1.0,0.125
0,5600,1.0,0.125
0,5700,1.0,0.125
0,5800,1.0,0.125
0,5900,1.0,0.125
0,6000,1.0,0.125
0,6100,1.0,0.125
0,6200,1.0,0.125
0,6300,1.0,0.125
0,6400,1.0,0.125
0,6500,1.0,0.125
0,6600,1.0,0.125
0,6700,1.0,0.125
0,6800,1.0,0.125
0,6900,1.0,0.125
0,7000,1.0,0.125
0,7100,1.0,0.125
0,7200,1.0,0.125
0,7300,1.0,0.125
0,7400,1.0,0.125
0,7500,1.0,0.125
0,7600,1.0,0.125
0,7700,1.0,0.125
0,7800,1.0,0.125
0,7900,1.0,0.125
0,8000,1.0,0.125
0,8100,1.0,0.125
0,8200,1.0,0.125
0,8300,1.0,0.125
0,8400,1.0,0.125
0,8500,1.0,0.125
0,8600,1.0,0.125
0,8700,1.0,0.125
0,8800,1.0,0.125
0,8900,1.0,0.125
0,9000,1.0,0.125
0,9100,1.0,0.125
0,9200,1.0,0.125
0,9300,1.0,0.125
0,9400,1.0,0.125
0,9500,1.0,0.125
0,9600,1.0,0.125
0,9700,1.0,0.125
0,9800,1.0,0.125
0,9900,1.0,0.125
0,10000,1.0,0.125
100,0,867.44000244141,108.43000030518
100,100,67.440002441406,8.4300003051758
100,200,1.0,0.125
100,300,1.0,0.125
100,400,1.0,0.125
100,500,1.0,0.125
100,600,1.0,0.125
100,700,1.0,0.125
100,800,1.0,0.125
100,900,1.0,0.125
100,1000,1.0,0.125
100,1100,1.0,0.125
100,1200,1.0,0.125
100,1300,1.0,0.125
100,1400,1.0,0.125
100,1500,1.0,0.125
100,1600,1.0,0.125
100,1700,1.0,0.125
100,1800,1.0,0.125
100,1900,1.0,0.125
100,2000,1.0,0.125
100,2100,1.0,0.125
100,2200,1.0,0.125
100,2300,1.0,0.125
100,2400,1.0,0.125
100,2500,1.0,0.125
100,2600,1.0,0.125
